row_id,conversation_id,customer_message,spotify_reply,predicted_intent,is_dm_deflection,true_intent,escalation_decision,escalation_reason,labelling_notes
117,2646407,"sorry but after 8 years as a paid member I am forced to move over to @115948. Sort out your IOS app so it works in my car (BMW, Mini and Carplay) and I may return but I have given up waiting. All I want is music in my car and only Apple are able to deliver!","@746657 Hi, we're here to help. Just to check, what iOS and Spotify version are you using? We'll see what we can suggest /RB",APP_TECHNICAL,False,,,,
118,2908686,"hey, just asking for a favour on behalf of every non premium user ever, please may you get rid of that amigo loans advert?
i dislike it... a lot
- phoebe x","@805343 Hey Phoebe! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /GU",SUB_BILLING,False,,,,
119,2529360,can you put heartbreak in stereo back on spotify pls,@720117 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /AY,GENERAL_ENQUIRY,False,,,,
120,2412694,"Yes, it is still same. This is the exact screen shot right after the installation. https://t.co/4ysBjbvBl1","@693591 Just to check, are you using a VPN or private network? Also, can you send us a DM? We'd like to share some info with you /XF https://t.co/ldFdZRiNAt",APP_TECHNICAL,True,,,,
121,1075713,Hi @115888 can you pls create a feature so I can add the music I’m listening to to my library while my phone is still locked? Thanks 🙏🏻,@373808 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,ACCOUNT_ACCESS,True,,,,
122,2841193,I have a family plan but when another registered user wants to listen my account pauses and said someone is using my account somewhere else. I also would love to change my account username to something other than a bunch of numbers,"@790578 Hey, help's arrived. Can you send us your account's email address or username via DM? We'll take a look backstage /GT https://t.co/ldFdZRiNAt",SUB_BILLING,True,,,,
123,1882481,my acc is following the same person and his playlist over and over again. whats the problem ?,"@561763 Hey Ricardo, that sounds odd. Can you send us a screenshot of how the Followings tab is showing from your end? We'll need to take a look /RR",CONTENT_LIBRARY,True,,,,
124,2748544,"I can't find the old version of No Limit (without the extra verse) and I had it saved, but that song now has the extra verse.",@769581 Got it. Can you send us a link to the track? We'll look into this /DV,APP_TECHNICAL,True,,,,
125,341102,No. I uninstalled. I restarted phone. Logged out. Nothing helped. Will keep trying things.,@197494 Hmm. Can you DM us your account's email address? We'll take a look backstage /AK https://t.co/ldFdZRiNAt,APP_TECHNICAL,True,,,,
126,2951497,When will be available Spotify in Romania? Thank's,@815009 Hey Lordache! We're afraid we don't have any info about this. Rest assured we're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /SJ,CONTENT_LIBRARY,False,,,,
127,1803089,Good Morning @SpotifyCares!! Until just a week or two ago you had 3 or 4 versions of the Holy Bible for us to enjoy. Please bring them back?,@541797 Hi! Can you let us know more about what you're looking for? We'd also need to know which country you're in. We'll take a look backstage /GT,APP_TECHNICAL,True,,,,
128,2673025,experiencing low quality audio on Win10 desktop app thru premium acct: set to HQ but distorting like 128kbps. Any ideas?,"@752558 Hey Ryan, help's here! Can you let us know the device and Spotify version you're using? We'll see what we can suggest /GK",SUB_BILLING,False,,,,
129,2264865,Help. My brother can’t get into his account &amp; doesn’t have that email anymore.. how does he cancel premium??,@659277 Hey there! Can you DM us his account's email address or username? We'll take a look /RB https://t.co/ldFdZRiNAt,SUB_BILLING,True,,,,
130,659569,Why isnt Purple Reign by Future on Spotify? @115888,@277060 Hey there. We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /MX,GENERAL_ENQUIRY,False,,,,
131,1841017,I tried to avail this thro my globe network but it appears that the premium cost 129pesos..,@551728 Hey Reneir! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,SUB_BILLING,True,,,,
132,2405249,Hi! I am currently using a Galaxy S6 edge+ and vERSION 8.4.26.770 ARMv7. I updated the app not too long ago. I have the same issue on my desktop app and on the website. https://t.co/UR9X8BeAXu,@691523 Thanks. Can you send us a screenshot of the tracks that are grayed out? We'll check them out /NY,APP_TECHNICAL,True,,,,
133,1368566,Why can I not log in to my Spotify Premium account on my roku player 3700x software 7.7.0 ??,"@438550 Hey Jeana, that doesn't sound right! Can you send us a screenshot of any error messages you're getting? We'll see what we can suggest /JE",SUB_BILLING,True,,,,
134,1543716,It sees my nvidia shield on the same network and wants to stream to the tv. Can’t turn it off,@478201 Thanks for the info. Can you let us know the Spotify version you're currently rocking? /MO,PLAYBACK_ISSUE,False,,,,
135,1942608,"I undownloaded some of the songs I had downloaded, but it’s still giving me this message",@238856 Hmm. Could you DM us your account's username or email address? We'll take a look backstage /GU https://t.co/ldFdZRiNAt,PLAYBACK_ISSUE,True,,,,
136,350822,I cannot access my account. It won't let me reset my password because it is linked to FB and won't log-in with FB (errors!),@199467 Hey! We've just sent a DM your way. Check it out /NY,ACCOUNT_ACCESS,True,,,,
137,1520723,There's nothing wrong with the song if you play it from the artist but clearly there is if you play it from the playlist,"@472717 Just to make sure we get this correctly, can you tell us what's happening exactly and if it happens with any devices you play this on? /CO",CONTENT_LIBRARY,False,,,,
138,1203986,I can't access my account because it seems to have vanished entirely.  How can I contact spotify for help besides twitter?,"@402830 Hey Vincent! We can help via Twitter, but you can reach out to our Email team at https://t.co/ZgU70TbP8M /FR",ACCOUNT_ACCESS,True,,,,
139,1271336,can we access other playlists besides the one we were given?,@417644 Hey Mary! Can you DM us your account's email address? We'll see what we can suggest /GK https://t.co/ldFdZRiNAt,CONTENT_LIBRARY,True,,,,
140,2448564,"The @115888 app won't launch on my Windows 10 Mobile phone (HP Elite x3 Verizon version). It times out on the splash screen and then says ""error: The audio could not be started. Please restart the application."" I've tried uninstalling and reinstalling to no avail.",@701852 Hey there! When did the issue start to happen? Does restarting your device help at all? /LO,APP_TECHNICAL,False,,,,
141,2756250,desperately trying to upgrade to premium but not possible because there's a special offer running atm which I'm not qualifying for (used one before). How do I bypass the offer to upgrade?,"@771412 Hi Monika. Don't worry, we'll look into this. First up, can you DM us your username or email address? /JU https://t.co/ldFdZRiNAt",SUB_BILLING,True,,,,
142,1480910,Thanks anyways. No I just recognized the fan getting louder and louder although I didn't do anything special. So I checked CPU ...,@463861 No worries. Can you try reinstalling the app by following the steps here: https://t.co/EqisDMwZAT. Let us know if it helped /DR,APP_TECHNICAL,True,,,,
143,1900429,I deleted the app and downloaded it back #allgood! Thanks,@566343 We're glad to hear everything's working now. Give us a shout if it starts misbehaving again; we're always here to help /RC,PLAYBACK_ISSUE,False,,,,
144,1964916,"Oh, I thought someone was just overly excited to start Xmas music season and was joking, not that it was an actual glitch. Here, anyway https://t.co/QOsIg007un","@582496 Hi there! We appreciate your feedback, and we'll let the right team know your thoughts on this. Let us know if you have other questions /GK",APP_TECHNICAL,False,,,,
145,792222,I Finally chose to sign up to Spotify but without going through Facebook and it generated a stupid code username. Want to close my account and resubscribe but the contact/chat system won't work. @SpotifyCares @116130 can anyone pls help!? :'(,@308910 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,ACCOUNT_ACCESS,True,,,,
146,1175719,"I have the same issue. ""Your account is set to offline - please go online to connect to Spotify."" Oneplus 3T, Oxygen OS 4.5.0 (4G and WiFi)",@396565 Good to know it's fixed. Thanks for the feedback.  Feel free to let us know if you ever need us again /DR,PLAYBACK_ISSUE,False,,,,
147,2215971,WHERE'S THE ALBUM?! @115888 @118062 #reputation,"@647463 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /LO",CONTENT_LIBRARY,False,,,,
148,384893,"8.4.20, my app updates itself, no it’s happening in my own playlist and in the pre made ones too 😩",@207122 Thanks for clearing that up. Can you try logging out &gt; restarting your device &gt; logging back in? Does it make any difference? /RK,APP_TECHNICAL,False,,,,
149,1983270,"what's the point of downloading albums for them to delete every other day? Paying for this pleasure, thanks",@587033 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,PLAYBACK_ISSUE,True,,,,
150,1033885,my fiancé is trying to cancel his premium subscription but can't log in to cancel it. He can log into the app fine??? Help please,@364596 Hi there! Can you DM us his account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,SUB_BILLING,True,,,,
151,957246,any chance you get original version of Candi Staton - you got the love on the app. Its all shitty remixes atm.,"@347125 Hey Scott! We’d love to have that version available, but we have some info about content here: https://t.co/0i8GpimuDa /GK",APP_TECHNICAL,False,,,,
152,501019,"If I just upgraded to the $99 for the year deal but now want to switch to a famil account, will I get overcharged? How will that work?","@234681 You're welcome! If you need anything else, just shout, and we'll come running 🏃 /WP",SUB_BILLING,False,,,,
153,1097434,in a future app update can you add a way to put songs in your playlist by number please. That would help a lot.,"@378967 Hey Eric, we can see how that’d be useful! You can vote for the official idea here: https://t.co/MiHqOjcQDy /TB",APP_TECHNICAL,False,,,,
154,2490946,Dear @115888 It is beyond stupid that I cannot change or even see the address I registered on my account; My wife can't log to the family package! She obviously lives with me! I'm changing to @1122 you fucking assholes!,"@711224 Hey Gera, help's here! Could you send us a DM with your account's email address or username, along with that of your wife's? We'll take a look backstage /CO https://t.co/ldFdZRiNAt",ACCOUNT_ACCESS,True,,,,
155,564499,I have the newest update installed and every time I get a Snapchat notifiction or get on Snapchat my music stops? How do I change this ?,"@252228 Hey there! Can you let us know your device, operating system, and exact Spotify version? We'll see what we can suggest /AP",APP_TECHNICAL,False,,,,
156,2529817,"I need help pls! I decided 2 get premium, logged out and then back in and now all of my music is gone!","@720200 Hey, help's here! Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt",SUB_BILLING,True,,,,
157,2442042,My daughter has a preminm acct and cannot remember login details please help,"@700304 Hey Miki, help's here! Can you DM us any usernames/email addresses your daughter might've used to create it? We’ll look backstage 🔍 /TR https://t.co/ldFdZRiNAt",ACCOUNT_ACCESS,True,,,,
158,1850834,"Mac 10.12.6, 1.0.65.320.gac7a8e02
Volume is about 85% that of iTunes","@554042 Hmm. Does logging out, restarting your computer, and logging back in help at all? /YM",PLAYBACK_ISSUE,False,,,,
159,2133713,"I made a spotify family plan, and I've managed to successfully add 3 family members. but 2 of them aren't receiving the email invites at all. I've sent it 3x already.",@627795 Hey there! Could you fire over the email addresses on your and your members' accounts via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt,SUB_BILLING,True,,,,
160,975189,I got a new phone and my premium does not transfer over @SpotifyCares,@351269 Hi! We've just replied to your DM. Let's continue chatting there /JL,SUB_BILLING,True,,,,
161,2712663,Hey @115888 can I get a playlist of Christmas music based on my listening preferences? That would be really cool. Thanks.,@761582 Hi there. This sounds like fun! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /JU,CONTENT_LIBRARY,False,,,,
162,761990,I moved to egypt and 2 weeks later i can't play my songs on spotify. What happen? Is spotify not available in egypt??,"@302061 Hey, help's here! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt",CONTENT_LIBRARY,True,,,,
163,552699,.@SpotifyCares Woke up to an email that someone had changed my email address and now I can't login... How do I recover my account asap?,@248888 Hi there. Can you DM us your account's email address? We'll take a look backstage /LM https://t.co/ldFdZRiNAt,ACCOUNT_ACCESS,True,,,,
164,848563,The search feature is all sorts of screwed up right now @115888,"@321657 Hey there! What’s happening exactly? Can you let us know the device, operating system, and Spotify version you're using? /MA",GENERAL_ENQUIRY,False,,,,
165,2042813,I'm trying to sign up but it's saying I already have an account; reset password says to use FB but my FB isn't connected!,@153245 Hey Nova! Could you send us a DM with your account's email address or the link to your Facebook profile? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,ACCOUNT_ACCESS,True,,,,
166,2450663,Hello @SpotifyCares &amp; @115888 - when will we get the playlist folder shuffle back to iOS version? https://t.co/yqcS310F5y,@702322 We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /DF,APP_TECHNICAL,False,,,,
167,1075776,what do I have to do to get Boy Hangover by Lester Lewis and Bonnie McKee on streaming?! 😭💔 #imperative,"@373825 Hey Samantha, we’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /SU",PLAYBACK_ISSUE,False,,,,
168,2442004,I am an android:  Samsung Galaxy Sky Pro.  Idk where to find what version of Spotify?  All my apps are up to date.,@372505 You can view your app's version by heading to Your Library &gt; Settings &gt; About. Can you DM us your account's email address? /MG https://t.co/ldFdZRiNAt,APP_TECHNICAL,True,,,,
169,2406998,Need help cancelling a subscription that i no longer no the email to please   Been getting charged for months for something that i haven't been on in a while,"@692213 Hey, help's here! Can you DM us your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt",SUB_BILLING,True,,,,
170,1786713,i'm using windows 10 and the free version spotify,"@536781 Got it. Just to check, are you using the latest version of the app? We'd suggest heading over to Help &gt; About Spotify to make sure /JE",APP_TECHNICAL,False,,,,
171,1695255,"I just got 30 minutes of ad free music on @115888 and i listened to 1 song, changed the playlist, AND GOT AN AD. This is the reason i have trust issues","@514332 Hi Sarah, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /ME",CONTENT_LIBRARY,False,,,,
172,2541140,why can't siri control songs on @115888 ? 😩😰,"@399806 Hi Madi! We don't have any info from our developers on this right now, but you can vote for the idea here: https://t.co/3KnTWglNFC /DR",GENERAL_ENQUIRY,False,,,,
173,2865501,I can’t log into my account it just keeps coming up with ‘something went wrong please try again’ please would you help me get back into my account?,@795908 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,ACCOUNT_ACCESS,True,,,,
174,956456,you need to make it possible to change the username,@346944 We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF,ACCOUNT_ACCESS,False,,,,
175,2600290,please stop playing SUGGESTED MUSIC on your app! I can't listen to this album in peace! I'd rather have you play those weak ads😑,"@736074 Hi Edwin! We hear you. Keep in mind that Suggested Tracks help keep our Free service Free. To reduce the number of Suggested Tracks you get, try adding the album in a playlist with other artists /MU",CONTENT_LIBRARY,False,,,,
176,2114198,".@115888's ""recently played artists"" is such total bs. I listened to about 15 seconds of a Cardi B song (it was trash) and she's now my #1 recently played artist. Despite me listening to hours of other artists? The fuck???","@623337 1: Hi there. We're sorry you feel that way. The Recently Played Artist shows the artists you listened to, and it's sorted to show the...",CONTENT_LIBRARY,False,,,,
177,2602365,how come my Spotify keeps pausing/unpausing when I’m trying to listen to stuff? Version 8.4.27.895 (also skips songs randomly too),"@390911 Hi! Don't worry, help has arrived. Can you let us know what device you're using? In the meantime, can you give this a try: log out from Spotify &gt; restart your device &gt; log back in? Did that make a difference? /DR",APP_TECHNICAL,False,,,,
178,1344860,thank you :) I didn't know the correct spotify to direct this too. have a good day!!,"@433605 You're welcome! If you ever need anything else, just shout and we'll come running 🏃 /KL",GENERAL_ENQUIRY,False,,,,
179,1023283,"was suddenly logged out of spotify on my browser.  can't login, getting an error that reads:  Oops, something went wrong.","@362158 Hi Drew, help's here! Can you DM us your account's username and email address? We’ll take a look backstage 🔍 /TR",ACCOUNT_ACCESS,True,,,,
180,839056,"Hi there, I updated my iPhone and when I click on Spotify this message pops up https://t.co/MM0KKOefFU",@319641 Thanks. Looks like your Spotify app needs to be updated too. Can you reinstall with the steps here: https://t.co/cxGHt0bCR8? Any better? /KM,APP_TECHNICAL,False,,,,
181,620414,"Hi @spotifycares the Windows 10 app freezes and crashes consistently on my PC. Resetting, uninstall/reinstall has not helped. Known issue?","@267252 Hey Tommy, that's not cool! Which Spotify app version are you running? Also, is this happening at any specific points (like during login, or while listening to music)? We'll see what we can suggest /WP",ACCOUNT_ACCESS,False,,,,
182,2862721,"App doesn't load, only this black screen, and then press anything (library for example) and this message pops up https://t.co/CYVq3xXLTj","@795213 Is this happening while connected to WiFi, 3G/4G or both? /DF",APP_TECHNICAL,False,,,,
183,1253061,please put the Broadway the color purple soundtrack on yah girl needs it for driving,@413944 Hey there! Is this what you're looking for: https://t.co/8Meg8XBhwM? 😁 /NS,GENERAL_ENQUIRY,False,,,,
184,2240458,I believe someone has hacked into my Spotify account. When I log in via facebook there is an unknown email attached to my account and when I try and listen to Spotify it says a device I don't know if playing music. Please help.,@653231 Hi Alexandra! The cavalry's here. Can you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,ACCOUNT_ACCESS,True,,,,
185,2372415,"can I link remixes to my profile? I remixed a song a while back, and my profile didn't show up on it.",@426109 Hey there! Can you DM us your account's email address and let us know more about what happened? We'll see what we can suggest /LD https://t.co/ldFdZRiNAt,GENERAL_ENQUIRY,True,,,,
186,2215858,"Dear @115888 dot dot dot

I am already a huge fan of your company and I am on Spotify Premium since the day you guys launched it in SG.

Now, I am already spending 4 hours on you guys everyday. So, no point targeting me again &amp; again. Already too much love is happening. Stop it! https://t.co/xye6ZNXOCp","@647425 Hey there! We're glad to hear you're loving the app. Don't worry, we'll pass your feedback on to the relevant folks 🤘 /GS",SUB_BILLING,False,,,,
187,2264784,i´ve been paying for premium and i have spotify free... why? https://t.co/PQL354BNnD,"@659253 Hey there! For security reasons, we'd suggest deleting your previous tweet because it contains private info. Can you DM us instead? /LO https://t.co/ldFdZRiNAt",SUB_BILLING,True,,,,
188,2937770,i cant download any music 😭,"@812070 Hey, help's here. Can you DM us your account's email address or username? We'll take a look under the hood /AY https://t.co/ldFdZRiNAt",PLAYBACK_ISSUE,True,,,,
189,2148255,how does one get a contact us form without being able to sign in?,"@631420 Hey! To access the form without logging in, just head to https://t.co/XGIC7aZtMa /JL",ACCOUNT_ACCESS,False,,,,
190,1765369,I was charged the normal rate when I've had the student rate for 2 years.,@530990 Hi there. Can you DM us your account's email address? We'll take a look backstage /LM https://t.co/ldFdZRiNAt,SUB_BILLING,True,,,,
191,978491,No. Just locally on my pc. Pressing the thingy left of the play/pause/nextsong buttons. The shuffle isnt purely random i reckon.,@352064 We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /AU,PLAYBACK_ISSUE,False,,,,
192,1856888,after all this trouble w u canceling my account? Have now double paid and am hearing commercials? Only shuffle access?,"@287348 Hey, we'll continue helping out. We can confirm you haven't been double charged &amp; your account is rocking Premium. We'll DM more details /J",SUB_BILLING,True,,,,
193,1209316,Unacceptable you are suppose to be a global Company yet you are not. Why advertise as one only to leave many countries out. #falseadvert,"@403893 2: we've sent in our previous message. In the meantime, let us know if we could help with anything else /AR",GENERAL_ENQUIRY,False,,,,
194,2633294,"I've signed out of every device and reset my password to fix it, but seriously @115888, why does this seem to mostly be a problem with rogue iPhones hijacking accounts?",@743510 Hey there! Can you DM us your account's username or email address? We'll take a look backstage /MC https://t.co/ldFdZRiNAt,ACCOUNT_ACCESS,True,,,,
195,1840552,why does my downloaded songs keep undownloading? Super annoying,@551599 Hey there! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this 🙂 /CG,PLAYBACK_ISSUE,False,,,,
196,1112281,I am not able to delete your https://t.co/9xVdxsJOWR I am in control not you #Spotify #moneyfornothing,@382503 Hey there! Check out the steps here: https://t.co/EqisDMwZAT. Hope this helps /AR,SUB_BILLING,True,,,,
197,1016529,what’s up about launching spotify in India #spotify,"@360517 1: Hi! We don't have news on when we're landing in India, but we're launching in new countries as often as possible. Be sure to add...",GENERAL_ENQUIRY,False,,,,
198,1711773,"having trouble accessing Spotify through control center, iOS 11.0, Spotify version 8.4.25, i have premium","@518511 Hi there. Don't worry, help's here. Can you log out, restart your device, then log back in before checking again? /JU",SUB_BILLING,False,,,,
199,667160,y’all need to add RBD’s albums again😤 I am TIRED https://t.co/Nu1mPz8Oia,"@278991 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /AR",CONTENT_LIBRARY,False,,,,
200,2364811,why did it charge me when it started a free trial? Got spotify today and it said i would get a free trail.,"@682733 Hi Emilie, help's here! Can you DM us your account's username and email address? We'll check it out 🔍 /TR https://t.co/ldFdZRiNAt",SUB_BILLING,True,,,,
